850204000012500000060100209004802600006000700080609040608003020000006470000405036,853294167912567384467138259794852613526341798381679542648713925235986471179425836
170060089030000010905080603200001400000020000006900002702040308040000050560010024,174263589638495217925187643257831496491726835386954172712549368843672951569318724
007060081090000500010800000006040075000350000009007000400090003028000007003701004,237569481894173562615824739186942375742358196359617248471296853928435617563781924
000006010006023008204000000040209050190000063300107009000000105500091600070002000,859746312716923548234815976648239751197584263325167489462378195583491627971652834
000020000047106900800045070006007020120000039090800600080460007005208160000070000,569723418247186953831945276456397821128654739793812645382461597975238164614579382
000600000007032400020079050018050002072000560900040310040180090001920600000003000,534618729197532486826479153418356972372891564965247318643185297781924635259763841
005001470600040000040000030000050962000406000162080000050000020000010009076300800,895231476613547298247968531784153962539426187162789354951874623328615749476392815
010003820002960000050007000704006090090000060060300108000600080000098604081500000,916453827872961345453287916734816592198725463265349178549632781327198654681574239
000200080380000400000040079000357000420108035800624001070060000506000027008002000,794235186381976452652841379169357248427198635835624791273569814516483927948712563
000250009009008065702009008078000006400000001500000970200500890910800000600024100,861253749349178265752649318178395426493762581526481973237516894914837652685924137
900006500000100000730050020300009001000007040000504800000000008040000007190060004,982476513465123789731958426354289671829617345617534892276341958543892167198765234
000060090001590070500002004080000040006000200200000007100400005060059800020030000,372164598641598372598372614783925146916847253254613987139486725467259831825731469
600408070000020004000601900806000709030000060702000103005903000100080000040102007,691458372583729614427631958816345729934217865752896143265973481179584236348162597
070000400001038076000002000015670002000090000000200300030050800057000004040009030,879516423421938576563742198315674982284391657796285341132457869957863214648129735
003040000000803049000010502060002070907030208030700010009050004010409000056070000,293645187175823649684917532861592473947136258532784916729351864318469725456278391
012970680000000000400300001070050030905000106040080050100400002000000000094720310,312974685769815423458362791271659834985243176643187259137498562826531947594726318
005000000910058000070090000032000004040006308001000000000009600080600003600387000,425763891916458732378192456832971564749526318561834279153249687287615943694387125
034008000000094000060000500009300400000080209500100007080500304000000000706000000,134258976875694123962731548629375481317486259548129637281567394493812765756943812
003080200042107690000006000025800010900000008080004950000700000068901740007060100,653489271842157693179326584725893416914675328386214957531742869268931745497568132
013005200000100060600400300200006940000050000094700003402008007080001006000200800,913685274748123569625497318257836941361954782894712653432568197589371426176249835
000306000000010090150709002507000109080000060601000807000407023030020000005108000,892356471764812395153749682527684139389571264641293857918467523436925718275138946
000000080060701005105930000300006800000500709700020300430000000001005000000040002,947652183263781945185934276359476821824513769716829354432168597671295438598347612
050600090400090005870000063000802009090000080500901000280000036900050004030004010,153687492462193875879425163641872359397546281528931647284719536916358724735264918
000100000006003082000096500090020860208704309063050040005640070840500000000008000,429185736156473982387296514594321867218764359763859241935642178842517693671938425
000002001000800009063090820500000002036000410082000570019060230300100000600004000,498372651275816349163495827541783962736259418982641573819567234354128796627934185
009003600500070920780090040600002000058000260000400009270030006065040100000600470,429853617536174928781296543647982351958317264312465789274531896865749132193628475
030851000100079000900300000350000104890060075402000098000003000000710003000698250,637851942125479836984326517356987124891264375472135698218543769569712483743698251
060000007021050830000000540100003000000000085004700310009082000080500000002601000,465138297921457836738296541156823479273914685894765312519382764687549123342671958
000002000500000000420600937300000010060100870040080002139800400000000060000350000,796432581513978246428615937387529614265143879941786352139867425854291763672354198
041000020900000037300601090008043200000805000000120000000209005157000002090000480,741938526986452137325671894618743259472895613539126748864219375157384962293567481
800007400290048500000050009750000000018000620000000057920030000000190070001200095,835917462297648513164352789752461938318579624649823157926735841583194276471286395
020000040018602930003010200060500020009030500030009070002040700096705180040000050,625973841418652937973814265764581329289437516531269478852146793396725184147398652
500104020007006050600000400008000003000705000030000100003090000000000008000200070,589174326347926851621358497958612743416735289732849165863497512274561938195283674
038000760000090000002570100006400317000000000743009500004350900000020000019000430,938142765175693824462578193296485317851736249743219586624351978387924651519867432
700002003006010090002890005050030400000900300300070000000006070900007008007040100,794652813586713294132894765659231487478965321321478956243186579915327648867549132
000009800600002003005130070750000400008000600002000089030095200500600000001800050,213479865697582143485136972759268431348951627162347589836795214524613798971824356
800000400000640008060007000001000530000235000600000009000709000140000000035026090,892351476317642958564897123421968537978235614653174289286719345149583762735426891
006010000072000300040002109080409000400370000030000700000005430600900800000007010,896713542172594368543862179781429653465378291239156784917285436654931827328647915
000907200500200706800310000065000102900000007108000590000820001201700009004103000,416957238593248716827316954765439182932581467148672593359824671281765349674193825
000000004140507600006000510402009080000701000000850006007200100900000000000195040,325916874149587623876423519452639781683741952791852436537264198914378265268195347
210000084400008501700040000070850000005000800000076010000010000502300009130000748,213795684496238571758641932971853426365124897824976315687419253542387169139562748
001000900005013800907004050003600000700050400080030700000720500000001003090000004,831576942425913867967284351253647198719852436684139725346728519572491683198365274
400098006010603020000000000001080400500907001007040200000000000040806030600014002,473298516815673924296451873961382457524967381387145269152739648749826135638514792
000098000806040009000600004300000010070800000582300700900004000000000070100005200,234198657816547329795623184369472518471856932582319746957234861623981475148765293
005002000030501900027600300450000890000000000086000027098005240000208060000900100,915832674634571982827694315451327896279486531386159427198765243543218769762943158
